title,label
"Says President Donald Trump wrote on Truth Social, “I am ending dual citizenship under the Espionage Act and all these traitors will be ‘denaturalized and deported.’”",0
Photo shows a missing police officer in “extreme danger.”,0
“Egg prices came down 50%”,1
"""The consumer confidence in this country has gone way down.""",1
Images show damage from an “earthquake in Thailand.”,0
not english,0
“Seven counties in Wisconsin (ran) out of ballots” and it was “intentional” to diminish Republican voter turnout.,0
"“Elon Musk called for a boycott of ‘The View,’ labeling it ‘a meeting place for ignorant women.’”",0
“Man gets plastic surgery and name change to date his ex-girlfriend after she obtains a restraining order.”,0
Kilmar Armado Abrego-Garcia “was a convicted MS-13 gang member.”,0
President Donald Trump “just suggested replacing pride month with veterans month in honor of those who served.”,0
Screenshots show Speaker Mike Johnson messaging on Grindr.,0
Video shows “France and Denmark are sending troops to Greenland to prepare for (an) attack from Donald Trump.”,0
"On PBS, ""they now have drag queen storytime instead of good old ‘Sesame Street.’""",0
Elon Musk funded a Neuralink implant procedure for a 7-year-old girl “who was diagnosed with a rare neurological disorder.”,0
"If you update your iPhone to iOS 18.3, you are going to have Starlink automatically installed in your phone.",0
“Hillary Clinton was sending classified documents that were stamped TS or TSSCI.”,0
Image shows a “person dressed up as Pikachu to resist police violence” in Turkey.,0
"North Carolina “always had nonpartisan judicial races, and when the Republicans took over several years ago they changed it.”",0
Videos show tornadoes hitting Seattle on March 26 and 27.,0
“We have automobile plants being built at levels we've never seen … and they're going up fast.”,0
Phoenix’s increased wildfire risk is linked to Bill Gates’ “smart city” plans.,0
“Canada makes bold decision to shut down Tesla and the US auto industry.”,0
"“Elon Musk exposes hidden $20K roof grant. Congress approved it.""",0
"""Brad Schimel said that he wanted to be part of Donald Trump's support network.""",1
Video shows the Bitcoin whitepaper “was spotted at the White House.”,0
not english,0
not english,0
People can get student debt “erased” by filing Family Educational Rights and Privacy Act complaints because the Department of Government Efficiency accessed federal student loan databases.,0
Elon Musk said “Tesla is finished” and needs “drastic changes immediately.”,0
"""Nobody was texting war plans"" in the Trump administration Signal group text about bombing Yemen.",0
not english,0
not english,0
Defense Secretary Pete Hegseth “removed Colin Powell’s name from a list of notable Americans buried at Arlington National Cemetery.”,0
"“On Feb. 25, I voted yes on a budget resolution that protects Social Security, Medicare, and Medicaid while cutting some spending elsewhere.""",0
Video shows “leaked audio” of Vice President JD Vance criticizing Elon Musk and saying “he's making us look bad.”,0
not english,0
"Netflix show “Adolescence” is based on Southport, England, knife attacker but the show “race swapped the actual killer from a black man/migrant to a white boy.”",0
not english,0
The federal Education Department has a “budget of about $280 billion a year. Less than 25% goes to educating our students.”,0
Says Ukraine President Volodymyr Zelenskyy “engaged in election interference by campaigning” in Pennsylvania for former Democratic presidential nominee Kamala Harris.,0
“Social Security is the biggest Ponzi scheme of all time.”,0
"President Donald Trump wrote on Truth Social that, “After I’ve annexed Greenland and making it the 52nd State, I will annexe Alaska.”",0
"“A lot of studies” show that getting measles ""boosts your immune system later in life against cancers, atopic diseases, cardiac disease.""",0
"A $600,000 federal grant went to study “menstrual cycles in transgender men.”",0
“Breaking news: The Trump administration just announced that Medicare will stop covering telehealth starting April 1. … We need to stand up to these Medicare cuts.”,1
"Former President Joe Biden’s pardons of lawmakers on the committee investigating the Jan. 6, 2021,  U.S. Capitol attack “are hereby declared void, vacant, and of no further force or effect,” because “they were done by autopen.”",0
"DOGE found former first lady Michelle Obama “has been receiving a monthly $122,000 payment from the (General Services Administration) since 2009.”",0
Elon Musk “launches a public campaign to terminate ‘The View.’”,0
Deceased InfoWars reporter Jamie White was on a “Ukrainian enemies hit list.”,0
The Department of Government Efficiency “found a $6 million grant awarded to Whoopi Goldberg to ‘promote diversity on The View.’”,0
Girl Scout cookies are “toxic” because a study showed they contain glyphosate and heavy metals.,0
Video shows “Stacey Abrams admits the $2 billion Joe Biden’s EPA gave her was used to buy votes of people in Georgia by purchasing them new appliances.”,0
“Eliminate school choice” is on Susan Crawford’s agenda.,0
"“Under the previous administration … the cost of a median-price home in America more than doubled, and that was just in four years.”",1
“The number of full-time jobs (was) dropping almost the entire Biden administration.”,0
"During President Joe Biden’s four years in office, “31% of U.S. job growth” came from public-sector jobs.",0
not english,0
"""All armed services are having among the best recruiting results ever” because of Trump policies, and “it was just a few months ago where the results were exactly the opposite.”",0
“71 out of 72 Wisconsin counties filed lawsuits against Purdue Pharma. Brad Schimel refused to join them.”,1
Photo shows first lady Melania Trump crying.,0
Video shows President Donald Trump admitting he became president because of a “rigged” 2024 election.,0
Audio shows a BBC reporter making a vulgar comment about an Oval Office meeting between President Donald Trump and Ukraine President Volodymyr Zelenskyy.,0
not english,0
"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",0
not english,0
"""Apple quietly removed International Women’s Day from their calendar app.”",0
U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,0
Elon Musk’s Department of Government Efficiency is “polling very well. It’s very popular.”,0
“DOGE stopped an annual payment to Barack Obama for $2.6 million for ‘royalties associated with Obamacare.’”,0
The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,0
"President Donald Trump posted on X that “If the Dow drops 1,000 points in two days the President should be impeached immediately.”",0
Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,0
"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",1
"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",0
“The Texas measles outbreak is pure propaganda” because media outlets used stock images.,0
"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",0
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",0
“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,1
"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",0
"Former President Joe Biden “fired” 14,000 Keystone XL pipeline workers “​​on day one” of his administration.",0
"U.S. Secretary of Health and Human Services Robert F. Kennedy Jr. wrote on X, “In my first 6 months as HHS secretary … I’ll ban chemtrails.”",0
“Breaking News: Rep. Ilhan Omar has been removed from the House Foreign Affairs Committee.”,0
not english,0
Photos show Elon Musk in a fight during a science conference.,0
“Stacey Abrams stole $2 BILLION from taxpayers.”,0
"“I am not making this up: Republicans have introduced legislation … to increase your bank fees.""",0
"It’s “official” that President Donald Trump is signing an “order from Elon Musk giving taxpayers who have filed their 2024 tax returns a stimulus check for $5,000.”",0
“The single biggest driver of our national debt since 2001 has been Republican tax cuts.”,1
not english,0
“Malia Obama received $2.2 million in funds from USAID.”,0
"Pope Francis died as of Feb. 23, 2025.",0
Ukraine President Volodymyr Zelenskyy “blocked Truth Social in Ukraine.”,0
The Chicago Cubs owner is bankrolling Brad Schimel.,1
Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,0
"""The Philadelphia Eagles have declined their invitation to the White House,” as of Feb. 24.",0
“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”,0
"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”",0
“The media is showing how Obama’s birth certificate was changed! He was never born in the U.S. so he was never a real president!”,0
President Joe Biden’s immigration policy was “a giant voter importation scam.”,0
not english,0
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,0
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",0
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",0
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",0
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,0
Video shows Barron Trump singing on “America’s Got Talent.”,0
“You either have XX or XY chromosomes. Those are the options.”,0
"A photo shows Jonathan Simpson, the pilot of “Delta’s crash in Toronto, Canada.”",0
Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,0
“Barack and Michelle Obama locked in bombshell divorce of the century.”,0
“An ICE minivan was reportedly set on fire in Philadelphia.”,0
"Mexican President Claudia Sheinbaum said, “I told President (Donald) Trump the best way to make rapists and criminals feel unwelcome in the U.S. is for their citizens to stop electing them.”",0
Michael Jordan said that “any athlete who kneels for our national anthem should lose their medal.”,0
Video shows X owner Elon Musk promoted a “bedtime trick” to cure diabetes.,0
Wisconsin does not “require judges to automatically recuse just because they have done some kind of legal work in the past as a lawyer.”,1
“The NFL admits to canceling Elon's DOGE Super Bowl ads.”,0
“DOGE subcommittee discovered $2.7 trillion in improper” Medicaid and Medicare payments to people overseas.,0
"Rep. Nancy Pelosi has a $223,000 salary and a $202 million net worth. Sen. Mitch McConnell has a $200,000 salary and a $95 million net worth. Sen. Chuck Schumer has a $210,000 salary and a $75 million net worth. Sen. Elizabeth Warren has a $285,000 salary and a $67 million net worth.",0
"The federal workforce grew from 2.1 to 3 million under President Joe Biden, “a 46% increase since Biden took office.”",0
“Elon Musk announced that he will not sell Tesla Cybertruck to anyone belonging to the ‘pride’ community.”,0
"“Mel Gibson passes on $100 million Netflix deal to work with Robert De Niro, declares: ‘Keep that woke clown away from me.’”",0
"Under the SAVE Act, “if you are a woman that has changed your name from your birth certificate, let’s say through marriage … you are no longer eligible to vote.”",0
“FEMA sent $59M LAST WEEK to luxury hotels in New York City to house illegal migrants… That money is meant for American disaster relief.”,0
Former USAID Administrator Samantha Power’s net worth “skyrocketed” from $6.7 million to $30 million in three years.,0
Pennsylvania Gov. Josh Shapiro is “being charged with the attempted assassination of Trump.”,0
"President Donald Trump said he “‘didn’t have time’ to meet the families of the men, women and children who tragically died in the plane crash.”",0
Photo shows National Intelligence Director Tulsi Gabbard and President Donald Trump at her swearing-in.,0
"The United States is “last in education out of 40 states … but we're number one in cost per pupil.""",0
Elon Musk spent $40 million to buy five Super Bowl Commercial ads to promote DOGE.,0
Coca-Cola “sells out its own workers to ICE.”,0
Video shows a sinkhole opened in New York City in February 2025.,0
Video shows celebrities wearing T-shirts with graphics of a middle finger and the word “Kanye.”,0
"Says Kash Patel said, “FBI investigation uncovers 256 emails between Adam Schiff and Jeffrey Epstein.”",0
Photo shows Mexican President Claudia Sheinbaum wearing a “Make America Mexicana Again” hat.,0
"Says Mexican President Claudia Sheinbaum told President Donald Trump, “They will beg us to tear down this ugly wall.”",0
"Bill Gates said, “Defunding USAID will bring about another mystery illness across the world.”",0
Video shows President Donald Trump was “booed at the Super Bowl.”,0
"Says U.S. Sen. Elizabeth Warren said, “There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.”",0
Photo shows someone raising two middle fingers at President Donald Trump at the 2025 Super Bowl.,0
President Donald Trump posted that “the Chiefs’ Super Bowl performance was a disaster” and “too focused on DEI nonsense.”,0
A ‘60 Minutes’ clip shows Kamala Harris lying while cameras roll. “,0
Ring is “alerting people about (Immigration and Customs Enforcement) raids.”,0
"As head football coach at Texas Tech University, “I recruited (Patrick Mahomes) ... I’ve got to be very good friends with him.”",0
"At Guantánamo Bay, “we'll have the capacity to continue to do there what we've always done. We've always had a presence of illegal immigrants there that have been detained.”",1
"“Elon Musk officially cancelled USAID and fired all the staff. In his words, ‘we just toppled one of the biggest globalist terror organizations in history.’”",0
"CBS News and “60 Minutes” “replaced” former Vice President Kamala Harris’ interview answers “with completely different, and far better, answers, taken from another part of the interview.”",0
The U.S. Army helicopter in the Jan. 29 plane collision was the same model of helicopter in the 2020 Kobe Bryant crash.,0
Recent plane crashes in the United States were “human sacrifice rituals” for the Super Bowl.,0
“Breaking news: Taylor Swift officially banned from Super Bowl 2025.”,0
“Elon Musk says Italians should stay in Italy and the Japanese in Japan.”,0
An image of a website error code shows the Trump administration “trolling” former Vice President Kamala Harris.,0
An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,0
not english,0
Early reports of four survivors show “this DC plane crash story isn’t adding up.”,0
"Says Elon Musk said, the Pentagon was spending $600 million a year on sushi.",0
Video shows Robert Kennedy Jr. promoting a diabetes cure.,0
Florida’s in-state college tuition waiver for immigrants in the country illegally costs the state $41 million.,0
Video shows Robert Kennedy Jr. promoting a diabetes cure.,0
Video shows President Donald Trump saying Mexicans call him “peachy cool arrow.”,0
not english,0
Federal websites updated with a nine-star flag that represents the Confederacy.,0
"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”",0
"Video shows a missile crashed in a Philadelphia neighborhood Jan. 31, not a jet.",0
not english,0
"Mexico’s President Claudia Sheinbaum said, “I’m confused. I keep hearing everyone from America saying that my country is sending felons and (rapists) into their country. We thought that was encouraged … considering that’s what they chose to be their president.”",0
"“The Trump administration is giving each and every adult in America $18,000.”",0
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,0
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,0
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",0
Video shows “airplane crash with helicopter in Washington D.C.”,0
Ukrainian officials released list of “kickbacks” given to 18 U.S. politicians.,0
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,0
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,0
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",0
We’re one of the very few nations that allowed birthright citizenship.”,1
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,0
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",0
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",0
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,0
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",0
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,0
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,0
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,0
not english,0
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,0
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,0
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,0
“Pilot of Blackhawk helicopter that crashed into passenger jet at Reagan National was a transgender woman named Jo Ellis.”,0
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",1
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,1
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",0
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,0
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,0
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,0
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,0
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",0
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,1
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,0
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",0
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,0
"""The Biden administration kicked 2,000 displaced North Carolinians out of their temporary housing into freezing 20-degree weather,"" earlier in January.",0
“Gavin Newsom directed the removal of Elon Musk from the command post and ordered Cal Fire firefighters to return donated starlinks.”,0
"Says Eric Trump post on X, “Any and all who dare to defy the American Golden Age, heed this warning: You WILL lose. Tow the line, or we WILL run you down!”",0
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,1
"“Under Trump's executive order, every single person in America is now legally classified as female.”",0
“President Trump just announced full nationwide concealed carry reciprocity.”,0
"“The Fraternal Order of Police, the largest police union in the country, just released a statement rescinding their endorsement of President Trump.”",0
“Serial killer Ryan Edward … is on the run after killing 3 female police officers.”,0
not english,0
"“Elon Musk confirms he will spend a massive amount to acquire MSNBC, vows to fire Joy Reid to ‘end toxicity.’”",0
Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,1
A proposed constitutional amendment “would allow anyone to run for a 3rd term. Including — Barack Obama.”,0
“BREAKING NEWS: Michael Jordan calls for ban on pride flag in sports and US school system.”,0
"President Donald Trump signed an executive order to replace the IRS with the External Revenue Service, eliminating tax returns and income tax.",0
The words “help” and “trafico” in a Google Maps aerial view of Los Angeles are connected to human trafficking.,0
"“Whoopi Goldberg, Megan Rapinoe and Taylor Swift decide to leave the United States.”",0
President Donald Trump’s birthright citizenship executive order would affect former Vice President Kamala Harris’ citizenship status.,0
"Photos show Jeffrey Thomas, a “serial killer on the loose.”",0
“The removal of birthright citizenship only applies to the children of those that are here ILLEGALLY.”,0
"After President Donald Trump took office, the U.S. government approved a 2025 $1,000 stimulus program for all Americans.",0
Video shows “roads heading to Mexico are jam packed as mass deportations have started.”,0
“FEMA has been directed back to North Carolina with $2 billion in emergency funds: ‘We transferred it from the programs that fund welfare for illegals. They don’t be needing it.’”,0
President Donald Trump declared “a state of emergency in Florida because of snow.”,0
“CBS Evening News” anchor Norah O’Donnell was fired.,0
"The U.S. House Select Committee that investigated the Jan. 6, 2021, attack on the U.S. Capitol “deleted and destroyed all of the information that they collected over two years.”",0
not english,0
“Fani Willis has just confessed to collusion with J6 committee.”,0
Image shows President Donald Trump responding to a picture rapper Ye drew of them.,0
Sen. John Fetterman is leaving the Democratic Party.,0
"President Donald Trump ""just reversed all the cost caps Biden negotiated for anyone on Medicare or Medicaid.""",0
Elon Musk posted on X that the MAGA movement will “succeed in all the ways Nazi Germany failed to.”,0
Former President Joe Biden “pardoned Michael Byrd.”,0
"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",1
Video shows Robert F. Kennedy Jr. promoting an alternative diabetes treatment.,0
"Voter ID ""is supported, if you look at any poll, by 70 to 80% of the public.""",1
"After the inauguration, Meta forced users to follow President Donald Trump and Vice President JD Vance on Facebook, Instagram and Threads.",0
not english,0
“The Equal Rights Amendment has become part of our Constitution.”,0
Former President Joe Biden’s farewell address was prerecorded and the event livestream shows “his handlers queuing it up.”,0
Video shows “The Simpsons” predicted the Los Angeles wildfires.,0
Videos show that President Donald Trump admitted to rigging the 2024 election during his preinauguration day rally.,0
not english,0
"Video shows a “group of South African firefighters who have landed in Canada to make their way to LA, to help.”",0
"“Whoopi Goldberg’s mansion in Los Angeles was destroyed in a wildfire, with damages estimated at millions of dollars.”",0
“Trump passed a new law that whoever is paying the child support will get to declare those children on their taxes.”,0
California wildfires have “nothing to do with climate change.”,0
Second lady Usha Vance “will have her citizenship revoked if (President Donald) Trump signs his executive order banning birthright citizenship.”,0
not english,0
President-elect Donald Trump posted on X that he is “purchasing TikTok.”,0
Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,1
"“Some of these (California) reservoirs have been dry for 15, 20 years.""",0
“All three California wild fires seem to start at the same time!”,0
“Jimmy Kimmel just announced that his show will end on January 20th … he’s leaving for Canada and says he’s ‘never coming back.’”,0
Video shows Mexican firefighters going to help with California fires.,0
